Date,Session default channel group,Sessions,Total users,Ecommerce purchases,Purchase revenue
2025-06-13,Referral,131,109,1,369.94
2025-07-04,Paid Social,131,128,1,396.27
2025-07-20,Organic Shopping,131,121,10,7600.130000000001
2025-09-11,Affiliates,131,128,0,0.0
2025-10-20,Organic Shopping,131,120,0,0.0
2025-03-11,Email,130,107,2,119.68
2025-04-06,Email,130,105,2,379.15
2025-08-04,Referral,130,111,0,0.0
2025-09-16,Organic Shopping,130,118,3,1545.655657
2025-10-19,Paid Shopping,130,122,1,680.25
2025-03-15,Organic Shopping,129,111,10,7642.339999999999
2025-04-15,Organic Shopping,129,113,10,5637.929999999999
2025-05-08,Organic Shopping,129,117,14,8835.75
2025-06-06,Referral,129,110,1,770.65
2025-06-21,SMS,129,105,8,2934.26
2025-07-16,Affiliates,129,110,1,343.98
2025-09-05,SMS,129,110,0,0.0
2025-10-21,Organic Shopping,129,115,2,449.0
2025-03-01,Organic Shopping,128,116,11,4537.909999999999
2025-07-27,Paid Social,128,123,0,0.0
2025-10-05,Organic Shopping,128,125,1,455.741372
2025-01-17,SMS,127,109,1,404.1
2025-01-26,Email,127,99,2,722.38
2025-03-06,Email,127,101,4,1856.82
2025-05-11,Paid Shopping,127,96,3,2234.4500000000003
2025-06-06,Paid Social,127,127,0,0.0
2025-07-01,Referral,127,104,1,677.5
2025-08-14,Referral,127,114,3,1377.8600000000001
2025-10-04,Organic Shopping,127,124,0,0.0
2025-11-01,Paid Shopping,127,122,4,3569.2
2025-03-25,Organic Shopping,126,112,4,2217.47
2025-06-10,Paid Social,126,122,0,0.0
2025-10-26,Paid Shopping,126,117,1,959.2
2025-06-12,Paid Social,125,122,0,0.0
2025-06-18,Referral,125,103,2,1594.53
2025-07-28,Organic Shopping,125,119,10,4743.89
2025-08-19,Referral,125,112,3,3029.59
2025-08-22,Referral,125,104,0,0.0
2025-10-20,Affiliates,125,125,2,718.4
2025-10-24,Organic Shopping,125,118,0,0.0
2025-01-11,Email,124,94,4,1005.95
2025-07-15,Referral,124,110,2,876.78
2025-08-05,Affiliates,124,114,1,440.87
2025-08-07,Referral,124,106,1,346.8
2025-10-24,SMS,124,105,2,689.1
2025-10-28,Paid Shopping,124,120,0,0.0
2025-04-11,Organic Shopping,123,109,11,6510.89
2025-05-11,Organic Shopping,123,113,19,8518.44
2025-05-17,Organic Shopping,123,116,13,6067.1900000000005
2025-06-10,Organic Shopping,123,109,9,5243.3
2025-06-28,SMS,123,96,4,2253.7799999999997
2025-09-10,Affiliates,123,120,0,0.0
2025-10-10,Affiliates,123,115,2,660.8499999999999
2025-03-18,Organic Shopping,122,103,7,4247.33
2025-06-01,Organic Shopping,122,107,6,2745.89
2025-06-01,SMS,122,98,4,1837.53
2025-07-23,Organic Shopping,122,112,11,4117.18
2025-07-26,Paid Social,122,120,0,0.0
2025-10-08,Organic Shopping,122,120,0,0.0
2025-10-30,Organic Shopping,122,108,0,0.0
2025-04-04,Organic Shopping,121,113,6,2467.1400000000003
2025-04-18,Organic Shopping,121,112,9,3991.76
2025-05-02,Paid Shopping,121,103,5,4217.18
2025-06-13,SMS,121,94,6,2279.39
2025-06-22,Organic Shopping,121,102,7,2979.11
2025-07-22,Referral,121,103,0,0.0
2025-08-08,Affiliates,121,117,1,367.13
2025-08-20,Referral,121,102,1,384.32
2025-10-19,Organic Shopping,121,115,0,0.0
2025-02-25,Email,120,104,3,1563.5400000000002
2025-05-29,Organic Shopping,120,102,4,1752.15
2025-07-31,Paid Social,120,117,0,0.0
2025-10-07,Organic Shopping,120,111,0,0.0
2025-10-14,Organic Shopping,120,115,0,0.0
2025-03-13,Organic Shopping,119,110,7,3918.9600000000005
2025-03-27,Email,119,102,6,5023.400000000001
2025-04-24,Organic Shopping,119,116,10,5789.16
2025-05-10,SMS,119,94,5,2171.59
2025-05-31,Paid Social,119,117,0,0.0
2025-07-13,Organic Shopping,119,110,4,1906.13
2025-07-14,Referral,119,101,1,402.92
2025-07-18,Referral,119,106,2,1877.41
2025-08-02,Paid Shopping,119,104,0,0.0
2025-08-10,Paid Social,119,118,0,0.0
2025-08-11,Referral,119,105,2,2843.7599999999998
2025-02-27,Paid Shopping,118,113,2,180.18
2025-05-29,SMS,118,98,2,782.4
2025-06-08,Referral,118,112,3,1852.25
2025-08-06,Referral,118,105,1,339.23
2025-08-12,Referral,118,110,1,579.924116
2025-08-18,Referral,118,101,3,2077.67
2025-09-13,Affiliates,118,117,1,39.0
2025-09-27,SMS,118,97,2,4013.6
2025-10-09,Affiliates,118,112,2,1140.9
2025-10-23,SMS,118,94,2,1023.3000000000001
2025-01-15,SMS,117,89,1,349.0
2025-02-27,Email,117,103,1,100.87
2025-05-30,Paid Social,117,115,0,0.0
2025-07-01,Organic Shopping,117,105,9,5092.139999999999
2025-07-19,Referral,117,105,0,0.0
2025-07-25,Referral,117,106,1,759.29
2025-07-26,SMS,117,94,6,2381.64
2025-08-02,Affiliates,117,107,1,296.65
2025-08-03,Paid Social,117,115,0,0.0
2025-08-06,Organic Shopping,117,108,7,3485.74
2025-08-07,Organic Shopping,117,94,7,2933.4700000000003
2025-11-03,Organic Shopping,117,106,3,2457.4
2025-11-04,Organic Shopping,117,108,3,1488.3
2025-04-13,Email,116,100,3,2101.6
2025-05-28,Paid Social,116,115,0,0.0
2025-07-02,Paid Social,116,114,1,438.17
2025-07-06,Paid Social,116,112,0,0.0
2025-08-08,Organic Shopping,116,93,4,2234.21
2025-08-17,Referral,116,106,3,2464.29
2025-09-06,Organic Shopping,116,107,0,0.0
2025-05-29,Paid Social,115,113,0,0.0
2025-06-19,Referral,115,99,1,388.72
2025-06-23,Referral,115,94,1,329.67
2025-07-29,Organic Shopping,115,104,7,4139.24
2025-07-30,Referral,115,96,0,0.0
2025-09-23,Organic Shopping,115,102,0,0.0
2025-08-06,Paid Social,114,108,0,0.0
2025-03-06,Paid Shopping,113,109,0,0.0
2025-04-19,Email,113,104,1,89.16
2025-05-10,Organic Shopping,113,102,18,6104.47
2025-06-13,Organic Shopping,113,104,9,3935.3200000000006
2025-07-20,SMS,113,92,4,1990.2199999999998
2025-08-02,SMS,113,85,3,607.75
2025-08-09,Paid Social,113,113,0,0.0
2025-08-24,Referral,113,108,0,0.0
2025-09-25,Paid Shopping,113,107,1,381.65
2025-10-12,Organic Shopping,113,106,2,362.3
2025-10-12,Organic Video,113,112,0,0.0
2025-10-29,Paid Shopping,113,103,1,39.0
2025-04-25,Organic Shopping,112,106,12,5411.31
2025-07-20,Referral,112,96,0,0.0
2025-07-22,Organic Shopping,112,99,13,14418.53
2025-10-26,SMS,112,97,1,99.0
2025-02-27,Organic Shopping,111,103,3,3660.9799999999996
2025-03-20,Organic Shopping,111,103,5,2788.6
2025-04-16,Organic Shopping,111,101,4,3880.4500000000003
2025-06-02,Paid Social,111,109,0,0.0
2025-06-23,Organic Shopping,111,98,9,3941.2499999999995
2025-07-17,Email,111,105,0,0.0
2025-07-17,Organic Shopping,111,100,8,2827.02
2025-08-04,Affiliates,111,101,1,415.52
2025-10-06,Organic Shopping,111,107,2,2816.0
2025-03-03,Organic Shopping,110,98,6,3018.85
2025-05-05,SMS,110,81,3,3006.27
2025-06-12,Organic Shopping,110,99,8,3848.22
2025-06-25,Referral,110,100,0,0.0
2025-06-27,Referral,110,93,0,0.0
2025-07-28,Referral,110,102,1,338.35
2025-08-11,Paid Social,110,110,0,0.0
2025-10-31,Organic Shopping,110,102,1,359.1
2025-01-08,SMS,109,76,0,0.0
2025-04-14,Email,109,91,2,1032.98
2025-04-26,Organic Shopping,109,97,3,1659.65
2025-05-08,Email,109,80,1,804.88
2025-06-07,Referral,109,102,3,1779.1
2025-07-17,SMS,109,89,1,96.9
2025-07-21,Referral,109,94,0,0.0
2025-08-13,SMS,109,94,6,1137.97
2025-10-10,Organic Video,109,105,0,0.0
2025-11-01,Organic Shopping,109,107,1,566.336149
2025-03-24,SMS,108,90,4,2686.45
2025-03-31,Email,108,92,2,190.14
2025-05-22,Paid Shopping,108,95,4,2304.21
2025-06-09,Paid Shopping,108,85,6,4263.24
2025-06-11,Paid Social,108,106,0,0.0
2025-06-29,Referral,108,92,1,873.01
2025-08-05,Organic Shopping,108,102,9,4906.870000000001
2025-08-16,Paid Shopping,108,98,0,0.0
2025-09-14,Organic Shopping,108,103,2,1021.473542
2025-10-22,Organic Shopping,108,102,1,420.75
2025-03-09,Email,107,84,2,226.49
2025-05-09,Organic Shopping,107,94,17,10711.41
2025-07-16,Referral,107,90,1,460.0
2025-08-11,Organic Shopping,107,91,4,725.97
2025-09-10,Paid Shopping,107,102,1,1374.0
2025-09-13,SMS,107,83,0,0.0
2025-10-09,Paid Shopping,107,100,1,69.0
2025-10-18,Organic Shopping,107,100,3,1106.9
2025-01-12,Email,106,79,3,755.65
2025-03-14,Organic Shopping,106,97,15,8536.15
2025-05-09,Paid Shopping,106,98,1,317.42
2025-06-07,Organic Shopping,106,103,11,5316.410000000001
2025-07-01,Paid Social,106,106,1,441.88
2025-07-25,Paid Social,106,104,0,0.0
2025-07-27,Referral,106,99,2,195.52
2025-08-13,Referral,106,90,0,0.0
2025-08-23,Referral,106,89,2,2074.42
2025-09-26,Paid Shopping,106,93,0,0.0
2025-10-11,Organic Shopping,106,97,0,0.0
2025-10-25,SMS,106,94,1,339.15
2025-02-16,Email,105,93,1,1439.0
2025-07-02,Referral,105,94,1,690.44
2025-07-07,Referral,105,92,1,598.34
2025-07-13,Referral,105,95,1,680.84
2025-08-15,Paid Shopping,105,93,7,3130.4299999999994
2025-10-16,SMS,105,89,1,404.1
2025-06-28,Referral,104,97,2,1804.42
2025-07-25,Organic Shopping,104,96,11,4213.86
2025-08-03,Paid Shopping,104,96,1,397.75
2025-08-25,SMS,104,88,2,1471.3
2025-09-18,Organic Shopping,104,96,1,69.0
2025-10-18,SMS,104,86,2,1249.1
2025-02-23,Email,103,90,0,0.0
2025-06-26,Paid Social,103,101,2,759.51
2025-07-12,Organic Shopping,103,94,5,3903.0200000000004
2025-07-29,Paid Social,103,99,0,0.0
2025-08-01,Referral,103,86,0,0.0
2025-08-08,Referral,103,87,1,580.48
2025-08-15,Organic Shopping,103,95,12,5824.73
2025-09-11,Organic Shopping,103,93,0,0.0
2025-10-10,Paid Shopping,103,100,0,0.0
2025-01-14,Email,102,89,1,739.0
2025-03-17,Organic Shopping,102,94,7,4130.92
2025-03-25,SMS,102,77,2,2756.82
2025-03-28,SMS,102,80,0,0.0
2025-03-30,Email,102,92,2,778.73
2025-07-10,Referral,102,96,0,0.0
2025-08-01,Paid Shopping,102,90,0,0.0
2025-09-14,Paid Shopping,102,96,1,296.65
2025-10-03,SMS,102,83,2,843.5
2025-10-19,SMS,102,76,0,0.0
2025-06-11,Organic Shopping,101,95,6,2541.2
2025-07-11,Organic Shopping,101,92,6,4681.33
2025-08-02,Referral,101,81,0,0.0
2025-08-04,Organic Shopping,101,91,13,3625.2699999999995
2025-08-10,Referral,101,90,0,0.0
2025-08-14,Organic Shopping,101,82,6,1677.2
2025-09-19,Affiliates,101,96,1,359.2
2025-10-21,Email,101,99,0,0.0
2025-03-11,Paid Shopping,100,99,0,0.0
2025-06-17,Organic Shopping,100,88,10,4440.87
2025-06-20,Referral,100,90,3,2351.0299999999997
2025-06-28,Organic Shopping,100,95,11,4600.7699999999995
2025-07-11,Referral,100,85,2,1325.8600000000001
2025-07-24,Paid Social,100,97,0,0.0
2025-08-02,Organic Shopping,100,95,7,3230.41
2025-08-04,Paid Shopping,100,92,3,3603.81
2025-11-12,Organic Video,100,98,0,0.0
2025-03-08,Organic Shopping,99,92,2,516.19
2025-06-15,Paid Social,99,99,0,0.0
2025-06-15,SMS,99,76,3,2025.1499999999999
2025-07-14,Organic Shopping,99,89,10,4536.87
2025-09-21,SMS,99,84,1,404.1
2025-10-10,Organic Shopping,99,90,1,349.0
2025-10-30,Paid Shopping,99,97,2,194.75
2025-11-13,Organic Video,99,98,1,279.2
2025-01-10,SMS,98,72,0,0.0
2025-04-25,Paid Shopping,98,84,1,2603.21
2025-06-26,Organic Shopping,98,83,2,607.19
2025-07-16,Organic Shopping,98,86,8,3952.53
2025-08-05,Paid Shopping,98,91,3,2796.72
2025-09-06,SMS,98,77,1,706.5
2025-09-09,Organic Shopping,98,89,3,554.6
2025-09-13,Organic Shopping,98,92,2,385.75
2025-10-25,Paid Shopping,98,93,2,119.9
2025-08-05,Paid Social,97,96,1,423.94
2025-08-07,Paid Social,97,92,0,0.0
2025-08-08,Paid Social,97,92,0,0.0
2025-08-16,Organic Shopping,97,83,10,4177.59
2025-09-25,SMS,97,87,1,1236.6
2025-10-12,Paid Shopping,97,82,2,1328.1
2025-04-21,Organic Shopping,96,94,6,3160.31
2025-06-15,Referral,96,82,0,0.0
2025-06-28,Paid Social,96,92,2,942.1200000000001
2025-07-03,Referral,96,87,2,1877.78
2025-07-07,Paid Social,96,95,1,370.79
2025-08-16,Referral,96,85,3,1386.61
2025-09-13,Paid Shopping,96,93,0,0.0
2025-11-08,Affiliates,96,91,0,0.0
2025-02-01,Email,95,77,4,1982.72
2025-03-05,SMS,95,65,1,790.73
2025-06-13,Paid Social,95,95,0,0.0
2025-06-22,Referral,95,85,1,331.38
2025-07-23,Paid Shopping,95,83,1,1705.13
2025-07-31,Referral,95,84,0,0.0
2025-08-03,Organic Shopping,95,91,14,6362.98
2025-09-08,Organic Shopping,95,90,0,0.0
2025-09-11,Paid Shopping,95,89,0,0.0
2025-10-13,Paid Shopping,95,89,1,629.1
2025-10-17,SMS,95,82,1,404.1
2025-02-08,SMS,94,82,0,0.0
2025-06-18,Paid Shopping,94,87,0,0.0
2025-08-23,Organic Shopping,94,86,8,3959.2900000000004
2025-09-07,Organic Shopping,94,88,1,449.0
2025-09-10,Organic Shopping,94,85,2,2570.6
2025-09-17,SMS,94,79,1,279.2
2025-10-27,Organic Video,94,84,0,0.0
2025-05-09,Email,93,72,2,1228.0
2025-05-26,Paid Shopping,93,82,6,3756.4399999999996
2025-06-16,Organic Shopping,93,86,8,5325.129999999999
2025-06-25,Organic Shopping,93,84,8,3022.36
2025-06-29,SMS,93,79,3,1878.52
2025-07-31,Paid Shopping,93,84,0,0.0
2025-08-03,Referral,93,75,2,1590.06
2025-08-08,Paid Shopping,93,80,1,431.92
2025-08-12,Organic Shopping,93,84,8,5998.19
2025-03-02,Organic Shopping,92,83,8,3587.73
2025-07-30,Paid Social,92,89,0,0.0
2025-09-15,Paid Shopping,92,87,2,1583.5
2025-06-18,Organic Shopping,91,81,4,1170.81
2025-06-27,Organic Shopping,91,76,3,1766.31
2025-07-15,Organic Shopping,91,82,7,3801.09
2025-08-07,SMS,91,67,2,1689.4
2025-08-14,SMS,91,67,2,833.46
2025-09-01,Organic Video,91,81,0,0.0
2025-09-28,Paid Shopping,91,88,0,0.0
2025-11-07,Affiliates,91,88,1,372.890916
2025-02-08,Email,90,74,2,2224.23
2025-04-01,Paid Shopping,90,78,1,790.73
2025-06-15,Organic Shopping,90,78,4,2444.2299999999996
2025-08-08,Email,90,82,2,392.31000000000006
2025-09-19,Organic Shopping,90,82,0,0.0
2025-09-28,Organic Shopping,90,84,2,1279.5
2025-10-10,SMS,90,73,1,369.85
2025-10-11,Affiliates,90,87,1,296.65
2025-10-17,Paid Shopping,90,81,0,0.0
2025-02-28,Email,89,80,2,2841.3
2025-03-21,Organic Shopping,89,79,13,6852.58
2025-06-16,Paid Social,89,89,0,0.0
2025-06-30,Organic Shopping,89,79,8,3333.7400000000002
2025-07-06,Organic Shopping,89,82,12,7401.480000000001
2025-07-12,Referral,89,75,1,1165.16
2025-07-21,Paid Shopping,89,78,1,449.0
2025-07-24,SMS,89,72,7,4111.47
2025-08-09,Organic Shopping,89,78,11,3884.48
2025-09-27,Paid Shopping,89,83,0,0.0
2025-10-09,Organic Shopping,89,73,1,70.2
2025-10-27,SMS,89,74,0,0.0
2025-06-14,Organic Shopping,88,82,5,1313.02
2025-07-05,Referral,88,79,0,0.0
2025-07-08,Organic Shopping,88,80,9,2371.4900000000002
2025-07-10,Organic Shopping,88,79,5,2606.35
2025-09-22,Organic Shopping,88,84,1,314.1
2025-09-28,SMS,88,74,1,709.2
2025-01-03,SMS,87,61,0,0.0
2025-01-08,Email,87,69,0,0.0
2025-03-15,Email,87,73,4,3529.4600000000005
2025-05-16,Organic Shopping,87,79,10,5652.87
2025-06-14,Referral,87,82,1,373.43
2025-06-16,SMS,87,64,0,0.0
2025-06-24,Organic Shopping,87,75,5,1444.2800000000002
2025-07-19,Email,87,78,1,87.91
2025-09-29,Paid Shopping,87,87,2,1325.85
2025-04-12,Organic Shopping,86,82,5,2315.34
2025-06-19,SMS,86,75,3,1936.71
2025-07-03,Organic Shopping,86,70,9,4776.34
2025-07-30,Paid Shopping,86,79,1,2606.19
2025-09-12,Paid Shopping,86,80,0,0.0
2025-10-04,SMS,86,75,3,3338.35
2025-10-09,SMS,86,77,1,1165.5
2025-01-01,SMS,85,60,1,537.0
2025-02-02,Email,85,77,3,1883.41
2025-05-07,Email,85,71,3,1111.6999999999998
2025-06-14,Paid Social,85,85,0,0.0
2025-07-20,Paid Shopping,85,70,1,2783.61
2025-07-24,Email,85,71,1,79.78
2025-08-01,Organic Shopping,85,78,8,5070.96
2025-09-24,Organic Shopping,85,77,0,0.0
2025-10-20,SMS,85,62,0,0.0
2025-10-31,Paid Shopping,85,82,0,0.0
2025-01-05,Email,84,72,1,1236.6
2025-03-17,Paid Shopping,84,80,0,0.0
2025-04-29,SMS,84,69,5,2660.93
2025-06-18,Paid Social,84,81,1,177.0
2025-08-03,SMS,84,67,4,1412.07
2025-09-07,SMS,84,70,2,846.444373
2025-10-23,Paid Shopping,84,76,0,0.0
2025-07-30,Organic Shopping,83,74,8,2283.9300000000003
2025-09-02,Organic Video,83,78,1,1036.0
2025-09-05,Affiliates,83,77,0,0.0
2025-09-16,Paid Shopping,83,77,2,1943.0
2025-09-21,Organic Shopping,83,81,0,0.0
2025-09-29,Organic Shopping,83,70,0,0.0
2025-01-09,Email,82,70,0,0.0
2025-05-24,Email,82,71,2,856.0799999999999
2025-06-19,Paid Social,82,78,0,0.0
2025-07-09,Organic Shopping,82,70,8,3232.87
2025-07-18,Paid Shopping,82,71,1,398.78
2025-09-22,Paid Shopping,82,77,0,0.0
2025-09-22,SMS,82,68,0,0.0
2025-09-24,Paid Shopping,82,77,0,0.0
2025-10-13,Organic Shopping,82,77,0,0.0
2025-05-28,Paid Shopping,81,65,4,1673.81
2025-06-19,Organic Shopping,81,73,8,3259.62
2025-07-19,Paid Shopping,81,67,1,749.68
2025-07-26,Referral,81,76,2,1692.2800000000002
2025-07-28,SMS,81,66,11,9693.27
2025-10-11,Paid Shopping,81,73,2,1964.25
2025-01-13,Email,80,60,1,548.095703
2025-04-23,Email,80,67,5,2506.2200000000003
2025-07-06,Referral,80,76,1,605.51
2025-07-08,Paid Social,80,78,1,424.34
2025-09-19,Paid Shopping,80,75,1,411.55
2025-09-20,Organic Shopping,80,80,1,399.0
2025-10-08,Email,80,80,0,0.0
2025-02-15,SMS,79,68,5,2717.9500000000003
2025-07-02,Organic Shopping,79,62,7,2363.2200000000003
2025-07-23,Paid Social,79,79,0,0.0
2025-07-24,Organic Shopping,79,72,11,7117.14
2025-08-07,Paid Shopping,79,70,1,613.72
2025-09-23,SMS,79,67,3,2237.2
2025-04-13,Organic Shopping,78,72,3,1700.69
2025-07-04,Organic Shopping,78,67,8,1699.1399999999999
2025-08-09,Referral,78,70,0,0.0
2025-09-23,Paid Shopping,78,70,1,1319.0
2025-06-20,Organic Shopping,77,72,6,2216.91
2025-06-24,SMS,77,59,2,1901.91
2025-06-30,Paid Social,77,72,2,628.34
2025-09-20,Paid Shopping,77,73,0,0.0
2025-09-21,Paid Shopping,77,73,0,0.0
2025-10-11,Organic Video,77,73,0,0.0
2025-04-26,Paid Shopping,76,62,1,1285.93
2025-06-17,Paid Social,76,76,0,0.0
2025-06-26,SMS,76,62,3,1914.2499999999998
2025-06-27,Paid Social,76,73,0,0.0
2025-07-21,SMS,76,57,4,2082.1
2025-08-11,SMS,76,56,3,929.78
2025-06-22,SMS,75,61,1,111.62
2025-06-29,Paid Social,75,70,1,440.75
2025-11-17,Organic Video,75,69,0,0.0
2025-01-06,SMS,74,44,1,709.2
2025-01-28,SMS,74,57,1,585.63
2025-02-12,SMS,74,57,1,825.0
2025-02-18,SMS,74,60,1,1414.63
2025-06-25,SMS,74,56,3,1264.86
2025-07-31,Organic Shopping,74,71,8,2089.25
2025-08-05,SMS,74,60,2,800.25
2025-08-27,Email,74,75,0,0.0
2025-11-11,Paid Social,74,73,1,449.0
2025-01-31,SMS,73,50,3,367.64
2025-03-07,SMS,73,60,4,3053.05
2025-03-12,SMS,73,60,0,0.0
2025-07-15,Paid Social,73,72,0,0.0
2025-08-12,Paid Social,73,73,0,0.0
2025-08-30,Organic Video,73,66,0,0.0
2025-09-09,SMS,73,62,1,359.1
2025-11-13,Paid Social,73,70,0,0.0
2025-05-12,Email,72,54,4,3708.2799999999997
2025-06-30,SMS,72,52,2,1077.5900000000001
2025-07-04,Referral,72,62,0,0.0
2025-08-28,Organic Video,72,63,1,359.2
2025-02-03,Email,71,60,1,438.95
2025-07-19,Paid Social,71,69,0,0.0
2025-10-06,SMS,71,65,0,0.0
2025-11-11,Organic Video,71,70,0,0.0
2025-02-06,SMS,70,58,0,0.0
2025-03-19,SMS,70,55,1,59.63
2025-04-01,Email,70,58,1,349.0
2025-07-20,Paid Social,70,69,0,0.0
2025-07-22,Paid Social,70,69,0,0.0
2025-08-26,SMS,70,59,1,2220.25
2025-08-31,Organic Video,70,68,1,449.0
2025-09-17,Paid Shopping,70,68,0,0.0
2025-09-30,Paid Shopping,70,65,2,718.2
2025-06-29,Organic Shopping,69,63,4,1749.92
2025-07-28,Paid Shopping,69,64,1,333.73
2025-08-09,SMS,69,55,4,1816.19
2025-08-31,Email,69,67,1,115.2
2025-09-18,Paid Shopping,69,64,0,0.0
2025-10-18,Paid Social,69,64,0,0.0
2025-11-14,Organic Video,69,66,0,0.0
2025-03-09,SMS,68,57,1,73.49
2025-03-26,SMS,68,53,3,1692.06
2025-07-07,Organic Shopping,68,61,5,2803.58
2025-07-18,Paid Social,68,66,0,0.0
2025-08-29,Email,68,64,0,0.0
2025-10-18,Paid Shopping,68,67,0,0.0
2025-03-15,SMS,67,60,0,0.0
2025-05-27,Paid Shopping,67,55,4,3652.1
2025-07-16,Paid Social,67,67,0,0.0
2025-07-27,Organic Shopping,67,67,8,3000.66
2025-08-04,SMS,67,47,4,2755.3999999999996
2025-08-26,Organic Video,67,64,1,387.870484
2025-09-08,SMS,67,57,2,1273.3000000000002
2025-09-10,SMS,67,55,4,3113.7
2025-10-11,SMS,67,55,0,0.0
2025-04-21,Paid Shopping,66,64,1,1398.14
2025-07-26,Organic Shopping,66,65,8,3580.7000000000003
2025-08-13,Paid Social,66,64,0,0.0
2025-09-14,SMS,66,54,3,1394.5500000000002
2025-10-20,Paid Shopping,66,63,1,257.0
2025-11-18,Paid Social,66,62,0,0.0
2025-03-29,SMS,65,50,2,478.98
2025-04-01,SMS,65,58,0,0.0
2025-05-10,Email,65,52,1,697.45
2025-05-11,Email,65,51,5,4581.74
2025-06-20,Paid Social,65,64,0,0.0
2025-06-21,Referral,65,60,0,0.0
2025-06-25,Paid Social,65,65,0,0.0
2025-09-27,Organic Shopping,65,65,0,0.0
2025-09-29,SMS,65,56,2,1483.1999999999998
2025-10-22,Paid Shopping,65,61,0,0.0
2025-11-15,Paid Social,65,62,0,0.0
2025-04-17,SMS,64,53,2,1898.98
2025-04-20,SMS,64,48,3,3252.56
2025-07-21,Paid Social,64,64,0,0.0
2025-08-18,Paid Social,64,63,0,0.0
2025-02-09,Email,63,51,1,420.77
2025-04-13,SMS,63,53,0,0.0
2025-06-17,SMS,63,53,1,70.07
2025-07-09,Paid Social,63,61,2,793.12
2025-07-14,Paid Social,63,61,0,0.0
2025-07-22,Paid Shopping,63,53,1,800.88
2025-08-29,Organic Video,63,61,0,0.0
2025-10-12,SMS,63,55,0,0.0
2025-01-11,SMS,62,42,0,0.0
2025-06-23,SMS,62,49,2,1155.86
2025-07-17,Paid Social,62,61,0,0.0
2025-07-27,SMS,62,54,5,2729.73
2025-10-05,SMS,62,55,1,359.2
2025-10-28,Organic Video,62,56,0,0.0
2025-04-04,SMS,61,52,3,830.14
2025-06-03,Organic Video,61,59,0,0.0
2025-06-19,Paid Shopping,61,48,1,422.94
2025-07-18,Email,61,57,0,0.0
2025-10-12,Paid Social,61,57,0,0.0
2025-10-15,Paid Shopping,61,57,1,729.2
2025-01-06,Email,60,48,0,0.0
2025-01-19,SMS,60,47,4,3419.75
2025-06-18,SMS,60,51,5,3308.66
2025-09-03,Organic Video,60,58,0,0.0
2025-09-03,Paid Social,60,59,0,0.0
2025-10-10,Paid Social,60,56,0,0.0
2025-10-14,Paid Shopping,60,51,0,0.0
2025-01-24,SMS,59,49,1,186.75
2025-05-06,SMS,59,47,6,2730.37
2025-07-05,Organic Shopping,59,55,4,2377.9900000000002
2025-08-16,Paid Social,59,57,0,0.0
2025-10-05,Paid Shopping,59,54,0,0.0
2025-10-16,Paid Social,59,55,0,0.0
2025-11-18,Organic Video,59,57,0,0.0
2025-02-22,SMS,58,47,2,1871.49
2025-03-01,Email,58,46,1,31.7
2025-05-23,Email,58,52,1,175.54
2025-05-25,Email,58,53,2,357.25
2025-06-05,Paid Shopping,58,45,0,0.0
2025-06-06,Paid Shopping,58,45,0,0.0
2025-10-21,Paid Shopping,58,57,1,84.15
2025-01-18,SMS,57,51,0,0.0
2025-02-21,SMS,57,48,3,1547.67
2025-08-27,Organic Video,57,54,0,0.0
2025-10-01,Paid Shopping,57,56,0,0.0
2025-10-04,Paid Shopping,57,52,0,0.0
2025-10-09,Organic Video,57,53,1,359.2
2025-10-27,Paid Social,57,56,0,0.0
2025-11-12,Paid Social,57,53,0,0.0
2025-11-14,Email,57,57,1,708.5
2025-01-22,SMS,56,48,3,1118.71
2025-02-16,SMS,56,42,2,1157.54
2025-02-24,SMS,56,48,2,2350.97
2025-04-27,Paid Shopping,56,46,1,1817.52
2025-04-28,Paid Shopping,56,46,0,0.0
2025-05-13,Email,56,45,2,11020.529999999999
2025-08-14,Paid Social,56,56,0,0.0
2025-02-20,Paid Other,55,55,0,0.0
2025-09-18,SMS,55,52,1,314.1
2025-10-06,Paid Social,55,55,0,0.0
2025-10-29,Paid Social,55,52,0,0.0
2025-05-12,SMS,54,44,1,339.22
2025-09-30,Organic Video,54,48,0,0.0
2025-10-02,Paid Shopping,54,42,0,0.0
2025-10-11,Paid Social,54,51,0,0.0
2025-10-17,Paid Social,54,54,0,0.0
2025-03-10,SMS,53,41,2,1075.23
2025-05-07,SMS,53,44,4,1945.35
2025-08-23,Paid Social,53,52,0,0.0
2025-10-13,Paid Social,53,51,0,0.0
2025-10-28,Paid Social,53,49,0,0.0
2025-03-16,Email,52,43,0,0.0
2025-04-02,SMS,52,45,3,1382.9700000000003
2025-05-01,SMS,52,43,4,1387.91
2025-10-14,Paid Social,52,51,0,0.0
2025-11-15,Email,52,51,1,75.65
2025-02-09,SMS,51,45,4,3073.11
2025-06-08,Paid Shopping,51,39,0,0.0
2025-08-10,SMS,51,44,3,1632.67
2025-10-06,Paid Shopping,51,48,0,0.0
2025-10-24,Paid Shopping,51,49,0,0.0
2025-03-13,SMS,50,39,2,1746.7
2025-08-17,Paid Social,50,49,0,0.0
2025-09-11,SMS,50,43,0,0.0
2025-01-25,SMS,49,36,1,857.37
2025-02-17,Paid Other,49,48,0,0.0
2025-05-14,Email,49,40,2,526.18
2025-06-17,Paid Shopping,49,34,0,0.0
