# ----------------------------------------
# Traffic acquisition: Session default channel group
# Account: HigherDOSE
# Property: higherdose.com - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20250101
# End date: 20250729
Session default channel group,Date,Sessions,Engaged sessions,Engagement rate,Average engagement time per session,Events per session,Event count,Key events,Session key event rate,Total revenue
Paid Social,20250222,775,156,0.20129032258064516,9.188387096774193,4.851612903225806,3760,1,0.0012903225806451613,647.67
Referral,20250120,774,597,0.7713178294573644,20.864341085271317,5.510335917312662,4265,7,0.00904392764857881,3543.45
Cross-network,20250311,771,412,0.5343709468223087,34.91828793774319,6.725032425421531,5185,6,0.007782101167315175,3122.12
SMS,20250530,769,306,0.39791937581274384,28.317295188556567,5.158647594278284,3967,4,0.005201560468140442,1853.65
Cross-network,20250219,766,396,0.5169712793733682,36.68929503916449,6.701044386422977,5133,8,0.010443864229765013,5128.21
Paid Search,20250419,766,465,0.6070496083550914,57.01566579634465,10.16840731070496,7789,16,0.020887728459530026,10523.46
Paid Social,20250130,765,219,0.28627450980392155,9.573856209150327,4.769934640522876,3649,0,0,0
Cross-network,20250605,763,368,0.48230668414154654,40.655307994757536,7.00262123197903,5343,13,0.01703800786369594,9058.38
Direct,20250420,762,368,0.48293963254593175,32.70472440944882,7.3700787401574805,5616,16,0.02099737532808399,11875.38
Cross-network,20250423,761,407,0.5348226018396847,33.696452036793694,7.093298291721419,5398,6,0.00788436268068331,7682.9
Cross-network,20250217,760,411,0.5407894736842105,43.328947368421055,7.019736842105263,5335,11,0.014473684210526316,10654.24
Direct,20250724,760,314,0.4131578947368421,29.71184210526316,6.873684210526315,5224,18,0.019736842105263157,10876.54
SMS,20250520,757,510,0.6737120211360634,56.3447820343461,11.32892998678996,8576,18,0.023778071334214,4848.43
Cross-network,20250617,756,368,0.48677248677248675,43.63227513227513,7.2632275132275135,5491,7,0.009259259259259259,4673.38
Organic Social,20250408,756,220,0.291005291005291,11.544973544973544,5.092592592592593,3850,3,0.003968253968253968,1021.94
Organic Social,20250409,754,227,0.3010610079575597,11.354111405835544,5.156498673740053,3888,3,0.003978779840848806,2663.11
Affiliates,20250227,752,227,0.30186170212765956,7.559840425531915,5.1436170212765955,3868,3,0.003989361702127659,464.21
Direct,20250619,752,378,0.5026595744680851,34.25132978723404,7.240691489361702,5445,15,0.0199468085106383,18276.31
Paid Social,20250308,752,216,0.2872340425531915,6.829787234042553,5.0013297872340425,3761,2,0.0026595744680851063,863.83
Affiliates,20250117,751,613,0.8162450066577897,10.282290279627164,3.96271637816245,2976,2,0.002663115845539281,475.77
Email,20250116,750,588,0.784,35.88666666666666,6.897333333333333,5173,12,0.016,4875.51
Referral,20250111,750,390,0.52,28.209333333333333,7.504,5628,1,0.0013333333333333333,258.4
SMS,20250522,750,486,0.648,45.756,10.456,7842,19,0.025333333333333333,10027.21
Paid Social,20250121,749,226,0.30173564753004006,12.738317757009346,4.8678237650200264,3646,0,0,0
Direct,20250704,748,401,0.536096256684492,37.8903743315508,7.707219251336898,5765,16,0.0213903743315508,8707.66
Organic Social,20250610,748,196,0.2620320855614973,14.946524064171124,5.2032085561497325,3892,4,0.0053475935828877,2124.42
Cross-network,20250220,746,394,0.5281501340482574,41.975871313672926,7.666219839142091,5719,9,0.012064343163538873,10411.52
Cross-network,20250518,746,386,0.517426273458445,48.76005361930295,7.816353887399464,5831,17,0.022788203753351208,11143.71
Direct,20250712,746,327,0.4383378016085791,44.06032171581769,7.36058981233244,5491,16,0.021447721179624665,5457.7
Affiliates,20250415,745,196,0.26308724832214764,7.83758389261745,4.754362416107383,3542,2,0.0026845637583892616,684.84
Cross-network,20250312,745,400,0.5369127516778524,37.92885906040269,7.036241610738255,5242,8,0.009395973154362415,7744.15
Direct,20250627,744,363,0.4879032258064516,35.75268817204301,6.823924731182796,5077,16,0.021505376344086023,11046.38
Direct,20250622,743,389,0.5235531628532974,44.51413189771198,8.103633916554509,6021,11,0.014804845222072678,6594.16
Paid Search,20250531,743,397,0.5343203230148048,44.652759084791384,8.485868102288022,6305,15,0.020188425302826378,9848.49
Paid Search,20250720,743,342,0.46029609690444145,54.158815612382234,9.22207267833109,6852,17,0.02288021534320323,11621.8
Direct,20250719,742,284,0.38274932614555257,32.87735849056604,7.060646900269542,5239,11,0.013477088948787063,5541.55
Cross-network,20250414,741,391,0.5276653171390013,42.68016194331984,7.790823211875844,5773,10,0.01349527665317139,5865.94
Direct,20250621,740,399,0.5391891891891892,40.37972972972973,7.3,5402,17,0.022972972972972974,8960.05
Cross-network,20250218,733,387,0.5279672578444747,40.15279672578445,7.218281036834925,5291,7,0.009549795361527967,5544.83
Paid Shopping,20250223,733,249,0.339699863574352,14.52387448840382,5.882673942701228,4312,7,0.009549795361527967,491.84
Cross-network,20250410,732,389,0.5314207650273224,49.045081967213115,7.844262295081967,5742,12,0.015027322404371584,6684.08
Paid Social,20250126,731,238,0.32558139534883723,14.746922024623803,5.205198358413132,3805,1,0.0013679890560875513,428.35
Paid Search,20250530,730,411,0.563013698630137,45.13972602739726,8.680821917808219,6337,10,0.0136986301369863,16398.3
Paid Social,20250228,730,65,0.08904109589041095,3.2465753424657535,3.8315068493150686,2797,0,0,0
Direct,20250628,729,363,0.49794238683127573,31.422496570644718,6.42798353909465,4686,8,0.010973936899862825,6574.83
Cross-network,20250412,728,433,0.5947802197802198,53.32554945054945,8.899725274725276,6479,12,0.016483516483516484,7731.41
Paid Social,20250128,726,215,0.29614325068870523,11.325068870523417,5.1143250688705235,3713,0,0,0
Cross-network,20250325,725,412,0.5682758620689655,35.371034482758624,7.110344827586207,5155,8,0.011034482758620689,6881
Direct,20250614,725,338,0.46620689655172415,32.28689655172414,6.746206896551724,4891,8,0.009655172413793104,4613.27
Organic Social,20250612,724,162,0.22375690607734808,10.128453038674033,4.8411602209944755,3505,4,0.0055248618784530384,3572.7
Paid Social,20250127,723,221,0.30567081604426005,13.294605809128631,5.1687413554633475,3737,0,0,0
Referral,20250117,722,560,0.775623268698061,17.993074792243767,5.56371191135734,4017,7,0.009695290858725761,3998.43
Cross-network,20250322,721,420,0.5825242718446602,44.98890429958391,8.270457697642163,5963,17,0.023578363384188627,9222.85
Paid Social,20250224,721,136,0.18862690707350901,4.703190013869626,4.3952843273231625,3169,1,0.0013869625520110957,745.31
Paid Social,20250223,720,156,0.21666666666666667,7.413888888888889,4.926388888888889,3547,1,0.001388888888888889,1335.53
Organic Shopping,20250117,719,565,0.7858136300417247,15.068150208623088,5.639777468706537,4055,15,0.019471488178025034,7646.75
Paid Search,20250708,718,421,0.5863509749303621,58.70612813370474,9.544568245125348,6853,10,0.013927576601671309,6250.74
Affiliates,20250414,717,188,0.26220362622036264,7.290097629009763,4.760111576011157,3413,6,0.008368200836820083,2511.24
Affiliates,20250421,714,204,0.2857142857142857,16.050420168067227,5.379551820728292,3841,3,0.004201680672268907,1256.63
Paid Social,20250427,713,146,0.20476858345021037,10.133239831697054,4.546984572230014,3242,0,0,0
Paid Search,20250516,709,418,0.5895627644569816,53.005641748942175,9.380818053596615,6651,18,0.02538787023977433,12118.71
Paid Search,20250517,708,391,0.5522598870056498,58.817796610169495,9.494350282485875,6722,26,0.03389830508474576,13873.51
Paid Search,20250606,708,407,0.5748587570621468,50.69915254237288,8.944915254237289,6333,14,0.01977401129943503,10385.95
Paid Search,20250714,708,365,0.5155367231638418,44.83757062146893,7.692090395480226,5446,8,0.011299435028248588,3343.21
Paid Search,20250722,707,360,0.5091937765205092,51.75247524752475,7.821782178217822,5530,10,0.014144271570014143,4615.52
Affiliates,20250520,700,166,0.23714285714285716,12.971428571428572,4.758571428571429,3331,5,0.007142857142857143,1485.66
Paid Social,20250416,700,157,0.22428571428571428,9.434285714285714,4.441428571428571,3109,1,0.0014285714285714286,17.28
SMS,20250521,700,455,0.65,53.81285714285714,11.717142857142857,8202,20,0.02857142857142857,11414.46
Cross-network,20250214,696,377,0.5416666666666666,38.30172413793103,6.808908045977011,4739,10,0.014367816091954023,6140.88
Cross-network,20250318,695,388,0.5582733812949641,39.120863309352515,6.825899280575539,4744,12,0.017266187050359712,7470.82
Affiliates,20250609,693,204,0.2943722943722944,17.04040404040404,5.108225108225108,3540,13,0.01875901875901876,4965.77
Direct,20250705,693,355,0.5122655122655123,44.884559884559884,7.471861471861472,5178,15,0.021645021645021644,8148.05
Cross-network,20250513,692,355,0.5130057803468208,30.326589595375722,7.277456647398844,5036,11,0.015895953757225433,6355.88
Paid Social,20250129,692,204,0.2947976878612717,9.197976878612717,5.085260115606936,3519,0,0,0
Cross-network,20250611,691,321,0.4645441389290883,39.9493487698987,6.732272069464544,4652,6,0.008683068017366137,4381.4
Paid Search,20250719,691,333,0.48191027496382055,47.793053545586105,8.413892908827785,5814,17,0.024602026049204053,8203.33
Paid Social,20250225,691,141,0.2040520984081042,5.690303907380608,4.451519536903039,3076,2,0.002894356005788712,3381.52
Email,20250129,690,343,0.4971014492753623,42.756521739130434,7.436231884057971,5131,9,0.013043478260869565,6071.32
Organic Shopping,20250118,690,561,0.8130434782608695,13.13768115942029,5.302898550724637,3659,15,0.021739130434782608,7150
Paid Search,20250724,689,350,0.5079825834542816,45.61683599419448,8.098693759071118,5580,15,0.02177068214804064,8929.24
Cross-network,20250418,688,397,0.5770348837209303,44.236918604651166,8.180232558139535,5628,5,0.007267441860465116,2391.22
Paid Search,20250426,688,415,0.6031976744186046,47.64825581395349,9.32267441860465,6414,16,0.023255813953488372,10802.3
Paid Shopping,20250114,687,265,0.38573508005822416,12.778748180494905,5.7627365356623,3959,2,0.002911208151382824,597
Paid Social,20250420,687,167,0.2430858806404658,12.56768558951965,4.6491994177583695,3194,2,0.002911208151382824,2236.2
Affiliates,20250218,686,209,0.30466472303207,9.884839650145773,4.85131195335277,3328,5,0.007288629737609329,1957.63
Direct,20250727,685,279,0.4072992700729927,34.503649635036496,7.039416058394161,4822,13,0.01897810218978102,9226.94
Affiliates,20250507,684,176,0.2573099415204678,9.220760233918128,4.75,3249,1,0.0014619883040935672,1423.14
Organic Shopping,20250116,684,561,0.8201754385964912,11.845029239766081,5.3201754385964914,3639,15,0.021929824561403508,6168.36
Paid Search,20250721,684,325,0.47514619883040937,48.292397660818715,8.40643274853801,5750,12,0.017543859649122806,8283.55
Cross-network,20250602,683,381,0.5578330893118595,51.60029282576867,8.04099560761347,5492,17,0.024890190336749635,14140.79
Paid Social,20250305,683,118,0.17276720351390923,7.00878477306003,4.288433382137628,2929,0,0,0
Email,20250312,682,374,0.5483870967741935,43.97214076246334,7.340175953079179,5006,14,0.020527859237536656,6081.27
Paid Search,20250607,681,406,0.5961820851688693,53.49339207048458,9.245227606461087,6296,18,0.024963289280469897,8875.38
Paid Shopping,20250116,681,576,0.8458149779735683,10.440528634361234,5.26431718061674,3585,0,0,0
Paid Search,20250725,680,351,0.5161764705882353,55.8,8.719117647058823,5929,9,0.013235294117647059,6850.66
Cross-network,20250319,679,375,0.5522827687776142,41.790868924889544,7.120765832106038,4835,4,0.005891016200294551,1588.56
Paid Search,20250707,678,393,0.5796460176991151,54.435103244837755,9.131268436578171,6191,13,0.017699115044247787,11681
Cross-network,20250328,677,368,0.5435745937961596,40.797636632200884,7.220088626292466,4888,8,0.0103397341211226,5789.39
Paid Search,20250718,676,342,0.5059171597633136,56.4792899408284,9.0103550295858,6091,15,0.020710059171597635,10167.18
Email,20250409,675,355,0.5259259259259259,45.33777777777778,7.413333333333333,5004,7,0.01037037037037037,3772.8
Paid Search,20250729,675,405,0.6,52.93185185185185,9.88888888888889,6675,10,0.014814814814814815,4410.39
Affiliates,20250413,671,163,0.2429210134128167,10.783904619970194,4.7168405365126675,3165,4,0.005961251862891207,1992.97
Email,20250221,668,409,0.6122754491017964,49.57784431137725,9.323353293413174,6228,11,0.016467065868263474,7759.14
Affiliates,20250404,666,175,0.2627627627627628,8.98048048048048,4.671171171171171,3111,1,0.0015015015015015015,404.55
Paid Social,20250122,666,210,0.3153153153153153,10.312312312312311,5.328828828828829,3549,1,0.0015015015015015015,1211.77
Affiliates,20250428,664,235,0.3539156626506024,14.975903614457831,5.495481927710843,3649,2,0.0030120481927710845,794.11
Paid Search,20250630,664,372,0.5602409638554217,57.00451807228916,9.433734939759036,6264,8,0.012048192771084338,6670.88
Paid Social,20250426,664,138,0.20783132530120482,11.316265060240964,4.5120481927710845,2996,1,0.0015060240963855422,597.06
Referral,20250118,664,486,0.7319277108433735,15.036144578313253,5.240963855421687,3480,1,0.0015060240963855422,331.38
Paid Social,20250429,663,107,0.16138763197586728,9.446455505279035,4.273001508295626,2833,0,0,0
Email,20250210,661,382,0.5779122541603631,49.78063540090771,8.090771558245084,5348,10,0.015128593040847202,2156.46
Paid Social,20250309,661,169,0.2556732223903177,6.413010590015128,4.848714069591528,3205,1,0.0015128593040847202,480.43
Direct,20250629,659,347,0.5265553869499241,39.46130500758726,7.685887708649469,5065,9,0.013657056145675266,6314.23
Paid Search,20250710,658,343,0.5212765957446809,46.724924012158056,7.90273556231003,5200,11,0.016717325227963525,7424.76
Cross-network,20250618,657,272,0.4140030441400304,37.922374429223744,6.382039573820395,4193,6,0.0091324200913242,2871.28
Paid Social,20250303,657,77,0.1171993911719939,2.704718417047184,3.8310502283105023,2517,0,0,0
Affiliates,20250712,656,178,0.27134146341463417,16.679878048780488,4.960365853658536,3254,1,0.001524390243902439,369.25
Paid Search,20250723,656,369,0.5625,51.923780487804876,8.050304878048781,5281,13,0.019817073170731708,6262.27
Paid Social,20250402,656,87,0.1326219512195122,5.711890243902439,4.009146341463414,2630,0,0,0
Paid Social,20250422,656,152,0.23170731707317074,9.859756097560975,4.321646341463414,2835,0,0,0
Paid Search,20250615,655,363,0.5541984732824428,53.21526717557252,8.222900763358778,5386,9,0.013740458015267175,7471.62
Paid Search,20250701,653,352,0.5390505359877489,47.20367534456355,8.594180704441042,5612,10,0.015313935681470138,6704.27
Paid Social,20250313,652,106,0.16257668711656442,2.602760736196319,4.001533742331288,2609,2,0.003067484662576687,920.13
Paid Search,20250618,651,395,0.6067588325652842,59.3026113671275,9.397849462365592,6118,19,0.029185867895545316,10395.48
Affiliates,20250202,650,184,0.28307692307692306,12.984615384615385,5.212307692307692,3388,2,0.003076923076923077,2940.92
Paid Social,20250310,649,146,0.22496147919876733,4.36055469953775,4.371340523882897,2837,0,0,0
Paid Search,20250611,648,365,0.5632716049382716,52.46296296296296,9.300925925925926,6027,13,0.020061728395061727,6945.4
Affiliates,20250528,647,130,0.2009273570324575,12.605873261205565,4.811437403400309,3113,2,0.0030911901081916537,1139.71
Organic Shopping,20250112,647,274,0.4234930448222566,17.224111282843896,6.406491499227203,4145,4,0.0061823802163833074,1519.78
Paid Social,20250404,647,110,0.17001545595054096,7.893353941267388,4.108191653786708,2658,0,0,0
Affiliates,20250420,645,187,0.289922480620155,15.615503875968992,4.8604651162790695,3135,1,0.0015503875968992248,91.63
Email,20250124,645,308,0.47751937984496123,38.69767441860465,6.772093023255814,4368,7,0.010852713178294573,6517.89
Affiliates,20250131,643,180,0.27993779160186627,9.553654743390357,4.821150855365475,3100,3,0.004665629860031105,2138.19
Cross-network,20250530,642,317,0.4937694704049844,44.1417445482866,7.269470404984424,4667,7,0.010903426791277258,6915.58
Paid Social,20250428,641,124,0.1934477379095164,9.694227769110764,4.307332293291732,2761,2,0.0031201248049922,1607.07
Paid Social,20250430,640,110,0.171875,8.6375,4.365625,2794,0,0,0
Affiliates,20250424,639,155,0.24256651017214398,6.553990610328638,4.663536776212832,2980,2,0.003129890453834116,1209.33
Cross-network,20250313,639,352,0.5508607198748043,36.231611893583725,6.597809076682316,4216,7,0.010954616588419406,3567.82
Paid Search,20250527,639,369,0.5774647887323944,56.90766823161189,10.11737089201878,6465,38,0.0594679186228482,19265.69
Cross-network,20250606,637,323,0.5070643642072213,47.602825745682885,7.224489795918367,4602,7,0.01098901098901099,4777.85
Paid Search,20250612,637,343,0.5384615384615384,52.92621664050235,8.899529042386185,5669,14,0.02197802197802198,20716.64
Paid Search,20250726,637,348,0.5463108320251178,54.492935635792776,8.489795918367347,5408,10,0.015698587127158554,4343.5
Affiliates,20250125,636,157,0.2468553459119497,9.71069182389937,4.619496855345912,2938,0,0,0
Cross-network,20250529,636,306,0.4811320754716981,50.55974842767296,7.309748427672956,4649,4,0.006289308176100629,2531.59
Referral,20250205,636,354,0.5566037735849056,43.556603773584904,6.644654088050315,4226,4,0.006289308176100629,4089.22
Cross-network,20250314,634,353,0.556782334384858,37.889589905362776,7.018927444794953,4450,12,0.01892744479495268,7051.82
Paid Social,20250125,634,210,0.3312302839116719,16.32807570977918,5.594637223974764,3547,1,0.0015772870662460567,83.74
Paid Social,20250506,632,89,0.14082278481012658,5.045886075949367,3.776898734177215,2387,0,0,0
Paid Search,20250613,631,332,0.526148969889065,47.55150554675119,8.467511885895403,5343,19,0.030110935023771792,11834.55
Paid Search,20250616,631,330,0.5229793977812995,43.23137876386688,8.148969889064976,5142,8,0.012678288431061807,4463.19
Email,20250128,627,352,0.5614035087719298,43.015948963317385,8.26634768740032,5183,4,0.006379585326953748,1383.75
Organic Shopping,20250113,626,284,0.4536741214057508,19.717252396166135,7.60702875399361,4762,1,0.001597444089456869,78
Paid Search,20250614,626,331,0.5287539936102237,42.66773162939297,8.615015974440894,5393,11,0.01757188498402556,6854.02
SMS,20250107,626,279,0.44568690095846647,27.552715654952078,6.63258785942492,4152,2,0.003194888178913738,1143.1
Affiliates,20250505,624,221,0.3541666666666667,15.78525641025641,5.358974358974359,3344,10,0.016025641025641024,5615.88
Affiliates,20250106,623,224,0.3595505617977528,9.280898876404494,5.235955056179775,3262,2,0.0032102728731942215,329.8
Cross-network,20250607,620,338,0.5451612903225806,55.05967741935484,8.503225806451614,5272,12,0.01935483870967742,7681.07
Paid Search,20250625,619,336,0.5428109854604201,57.105008077544426,9.164781906300485,5673,7,0.011308562197092083,3013.23
Paid Social,20250421,618,128,0.20711974110032363,10.85598705501618,4.648867313915858,2873,0,0,0
Organic Shopping,20250115,615,402,0.6536585365853659,17.4260162601626,6.3723577235772355,3919,6,0.00975609756097561,1491.34
Affiliates,20250112,613,212,0.3458401305057096,9.200652528548124,5.386623164763458,3302,2,0.0032626427406199023,1048
Affiliates,20250711,613,167,0.2724306688417618,11.774877650897226,5.029363784665579,3083,1,0.0016313213703099511,320.39
Affiliates,20250419,612,178,0.2908496732026144,9.027777777777779,4.990196078431373,3054,3,0.004901960784313725,406.05
Cross-network,20250320,611,321,0.5253682487725041,42.45499181669395,6.878887070376432,4203,7,0.011456628477905073,5600.66
Paid Social,20250401,611,66,0.10801963993453355,2.762684124386252,3.7594108019639934,2297,0,0,0
Email,20250214,609,306,0.5024630541871922,36.87356321839081,6.880131362889983,4190,10,0.016420361247947456,3737.73
Paid Search,20250711,609,342,0.5615763546798029,43.91297208538588,8.50903119868637,5182,11,0.0180623973727422,6880.15
Affiliates,20250522,608,189,0.31085526315789475,15.476973684210526,5.177631578947368,3148,8,0.013157894736842105,1614.71
Paid Social,20250226,606,110,0.18151815181518152,9.900990099009901,4.902640264026402,2971,1,0.0016501650165016502,591.48
Paid Search,20250617,605,305,0.5041322314049587,48.376859504132234,8.479338842975206,5130,4,0.006611570247933884,1799.84
Paid Social,20250403,604,85,0.14072847682119205,4.374172185430464,3.9536423841059603,2388,0,0,0
Email,20250408,603,323,0.5356550580431177,49.32172470978441,7.8573797678275294,4738,4,0.006633499170812604,1973
Paid Search,20250705,603,350,0.5804311774461028,66.13764510779436,9.829187396351575,5927,12,0.01990049751243781,7151.87
Paid Search,20250627,601,345,0.5740432612312812,51.054908485856906,9.044925124792014,5436,18,0.029950083194675542,9505.72
Affiliates,20250228,600,192,0.32,10.973333333333333,5.068333333333333,3041,5,0.008333333333333333,1496.69
Organic Shopping,20250110,600,257,0.42833333333333334,18.096666666666668,6.973333333333334,4184,3,0.005,1052.11
Paid Social,20250227,600,83,0.13833333333333334,3.4383333333333335,4.065,2439,0,0,0
Cross-network,20250531,598,321,0.5367892976588629,52.924749163879596,8.42809364548495,5040,8,0.013377926421404682,3833.69
Cross-network,20250610,597,278,0.4656616415410385,48.469011725293136,7.187604690117253,4291,9,0.01507537688442211,7262.75
Email,20250504,597,458,0.7671691792294807,64.59463986599665,13.3785594639866,7987,44,0.07202680067001675,21262.48
Cross-network,20250613,596,311,0.5218120805369127,48.13590604026846,7.290268456375839,4345,6,0.010067114093959731,3279.52
Affiliates,20250312,595,168,0.2823529411764706,9.663865546218487,4.801680672268907,2857,2,0.0033613445378151263,1010.01
SMS,20250605,595,256,0.43025210084033616,44.17142857142857,5.5512605042016805,3303,36,0.06050420168067227,14726.74
Cross-network,20250514,593,329,0.554806070826307,43.81618887015177,7.138279932546374,4233,6,0.01011804384485666,2925.96
SMS,20250116,593,493,0.8313659359190556,18.858347386172007,6.112984822934233,3625,5,0.008431703204047217,4932.25
Paid Search,20250706,592,366,0.6182432432432432,65.22972972972973,9.763513513513514,5780,15,0.02533783783783784,8966.04
Paid Social,20250521,592,134,0.22635135135135134,11.114864864864865,4.841216216216216,2866,0,0,0
SMS,20250609,591,376,0.6362098138747885,59.06768189509306,9.72419627749577,5747,32,0.05245346869712352,19278.46
Email,20250430,589,348,0.5908319185059423,44.21561969439728,9.074702886247877,5345,21,0.03395585738539898,11334.79
Affiliates,20250226,588,187,0.31802721088435376,15.816326530612244,5.2023809523809526,3059,2,0.003401360544217687,711.07
Email,20250319,588,330,0.5612244897959183,44.80952380952381,8.428571428571429,4956,6,0.01020408163265306,2773.03
Affiliates,20250416,586,168,0.28668941979522183,9.80716723549488,4.80716723549488,2817,5,0.008532423208191127,1712.45
Paid Search,20250624,586,332,0.5665529010238908,50.232081911262796,8.752559726962458,5129,8,0.013651877133105802,4016.46
Referral,20250128,586,294,0.5017064846416383,29.16382252559727,6.773037542662116,3969,5,0.008532423208191127,2291.65
Referral,20250206,586,341,0.5819112627986348,35.117747440273035,7.034129692832765,4122,9,0.013651877133105802,6945.24
Paid Social,20250423,584,135,0.23116438356164384,11.542808219178083,4.470890410958904,2611,1,0.0017123287671232876,629.1
Paid Social,20250517,583,85,0.1457975986277873,3.6295025728987995,3.8833619210977703,2264,0,0,0
Email,20250219,582,351,0.6030927835051546,60.24054982817869,8.628865979381443,5022,17,0.029209621993127148,6879.66
Paid Social,20250518,582,68,0.11683848797250859,3.4742268041237114,3.991408934707904,2323,0,0,0
Email,20250429,581,334,0.5748709122203098,51.04130808950086,9.077452667814114,5274,24,0.039586919104991396,10340.02
Paid Social,20250124,581,198,0.3407917383820998,14.187607573149743,5.617900172117039,3264,1,0.0017211703958691911,756.67
Paid Social,20250131,581,164,0.2822719449225473,8.104991394148021,4.746987951807229,2758,1,0.0017211703958691911,2390.17
Affiliates,20250110,580,214,0.3689655172413793,9.73793103448276,5.498275862068965,3189,0,0,0
Paid Search,20250619,580,327,0.5637931034482758,56.220689655172414,9.110344827586207,5284,13,0.022413793103448276,7084.39
Paid Search,20250702,579,323,0.5578583765112263,46.832469775474955,8.837651122625216,5117,10,0.017271157167530225,4633.55
Affiliates,20250521,578,158,0.27335640138408307,16.61764705882353,5.017301038062284,2900,2,0.0034602076124567475,1392.72
Cross-network,20250601,576,305,0.5295138888888888,45.75694444444444,7.760416666666667,4470,9,0.015625,7170.3
Paid Search,20250727,575,322,0.56,60.89043478260869,10.130434782608695,5825,10,0.017391304347826087,6078.34
Cross-network,20250321,574,295,0.5139372822299652,35.33101045296167,7.179442508710801,4121,8,0.010452961672473868,3121.25
Paid Search,20250623,572,300,0.5244755244755245,51.26398601398601,8.36013986013986,4782,10,0.017482517482517484,6458.47
Affiliates,20250122,570,178,0.312280701754386,10.714035087719298,5.0508771929824565,2879,4,0.007017543859649123,1422.58
Paid Social,20250424,570,123,0.21578947368421053,12.701754385964913,4.347368421052631,2478,0,0,0
Paid Search,20250626,569,331,0.5817223198594025,50.53251318101933,9.161687170474517,5213,10,0.01757469244288225,4535.37
Paid Social,20250123,569,198,0.34797891036906853,14.47451669595782,5.639718804920914,3209,1,0.0017574692442882249,803.3
Email,20250217,567,336,0.5925925925925926,41.51499118165785,7.9488536155202825,4507,6,0.010582010582010581,875.23
Cross-network,20250614,565,289,0.511504424778761,50.67256637168141,7.355752212389381,4156,10,0.017699115044247787,7821.55
Paid Social,20250301,565,71,0.1256637168141593,4.254867256637168,3.83716814159292,2168,0,0,0
Referral,20250214,565,291,0.5150442477876106,266.01061946902655,7.539823008849558,4260,6,0.010619469026548672,6204.59
Affiliates,20250221,564,152,0.2695035460992908,8.352836879432624,4.939716312056738,2786,2,0.0035460992907801418,1262.44
Organic Shopping,20250111,564,247,0.4379432624113475,24.602836879432623,7.372340425531915,4158,6,0.010638297872340425,3783.299332
Paid Shopping,20250121,563,252,0.44760213143872113,13.770870337477797,5.7957371225577266,3263,0,0,0
Cross-network,20250515,560,309,0.5517857142857143,37.59642857142857,7.616071428571429,4265,10,0.017857142857142856,7667.02
Cross-network,20250527,555,288,0.518918918918919,53.27567567567568,9.372972972972972,5202,24,0.043243243243243246,15259.48
Cross-network,20250616,555,291,0.5243243243243243,49.24144144144144,7.4198198198198195,4118,7,0.012612612612612612,5980
Email,20250302,555,333,0.6,54.52792792792793,8.978378378378379,4983,7,0.012612612612612612,5197.14
Email,20250502,554,339,0.6119133574007221,59.37906137184115,9.98014440433213,5529,28,0.05054151624548736,15808.11
Affiliates,20250128,553,142,0.25678119349005424,12.25497287522604,4.674502712477396,2585,3,0.0054249547920434,855.99
Email,20250122,553,303,0.5479204339963833,45.616636528028934,7.488245931283906,4141,11,0.019891500904159132,6848.35
Paid Social,20250314,553,82,0.14828209764918626,5.495479204339964,3.9873417721518987,2205,0,0,0
Paid Social,20250331,552,47,0.08514492753623189,2.5489130434782608,3.5760869565217392,1974,0,0,0
Email,20250317,551,325,0.5898366606170599,34.30127041742287,7.88021778584392,4342,3,0.0054446460980036296,1733.25
Paid Social,20250304,551,77,0.1397459165154265,4.036297640653357,3.972776769509982,2189,0,0,0
Paid Shopping,20250207,550,100,0.18181818181818182,5.841818181818182,4.056363636363637,2231,2,0.0036363636363636364,761.6
Cross-network,20250506,549,308,0.5610200364298725,41.65938069216758,7.73224043715847,4245,8,0.014571948998178506,8136.36
Paid Social,20250425,549,128,0.2331511839708561,9.187613843351548,4.335154826958106,2380,0,0,0
Cross-network,20250615,548,289,0.5273722627737226,59.04197080291971,9.096715328467154,4985,9,0.014598540145985401,8081.99
Paid Search,20250621,546,318,0.5824175824175825,49.04578754578755,8.877289377289378,4847,14,0.023809523809523808,7822.65
Email,20250404,544,247,0.4540441176470588,28.527573529411764,5.568014705882353,3029,5,0.007352941176470588,1147.38
Organic Shopping,20250123,540,332,0.6148148148148148,35.324074074074076,7.916666666666667,4275,25,0.044444444444444446,12591.25
Paid Search,20250620,540,271,0.5018518518518519,47.18333333333333,8.366666666666667,4518,8,0.014814814814814815,3047.12
Paid Shopping,20250220,540,147,0.2722222222222222,9.972222222222221,5.314814814814815,2870,2,0.003703703703703704,907.2
Referral,20250121,540,308,0.5703703703703704,32.95740740740741,5.79074074074074,3127,3,0.005555555555555556,1229.46
Paid Search,20250713,539,309,0.5732838589981447,59.183673469387756,9.315398886827458,5021,5,0.00927643784786642,2057.27
Email,20250501,538,320,0.5947955390334573,43.2639405204461,9.100371747211897,4896,31,0.05762081784386617,14389.26
Paid Social,20250501,536,95,0.17723880597014927,7.914179104477612,4.291044776119403,2300,0,0,0
Email,20250410,535,254,0.4747663551401869,40.66728971962617,6.134579439252336,3282,3,0.005607476635514018,1086.27
Paid Shopping,20250221,535,143,0.2672897196261682,11.514018691588785,5.330841121495327,2852,2,0.003738317757009346,552.65
Paid Social,20250516,535,54,0.10093457943925234,2.2485981308411214,3.6392523364485982,1947,0,0,0
